"","HUC","Stressor","simulation","dose","sys.cap"
"1049","0401020101","StressorC","52",9.99999975653251,0.650000008521362
"1050","0401020101","StressorC","53",10.0000002389211,0.649999995818881
"1051","0401020101","StressorC","54",9.99999957876698,0.650000014743156
"1052","0401020101","StressorC","55",9.99999913427438,0.650000030300397
"1053","0401020101","StressorC","56",9.99999965564733,0.650000012052343
"1054","0401020101","StressorC","57",9.99999917407889,0.650000028907239
"1055","0401020101","StressorC","58",9.99999924678629,0.65000002636248
"1056","0401020101","StressorC","59",10.0000003165651,0.649999994460111
"1057","0401020101","StressorC","6",9.99999922179889,0.650000027237039
"1058","0401020101","StressorC","60",10.0000002172674,0.649999996197821
"1059","0401020101","StressorC","61",10.0000006499825,0.649999988625306
"1060","0401020101","StressorC","62",9.99999918872133,0.650000028394754
"1061","0401020101","StressorC","63",9.99999877227586,0.650000042970345
"1062","0401020101","StressorC","64",9.99999857728961,0.650000049794863
"1063","0401020101","StressorC","65",10.0000011499764,0.649999979875413
"1064","0401020101","StressorC","66",10.0000023337701,0.649999959159024
"1065","0401020101","StressorC","67",9.99999883768979,0.650000040680857
"1066","0401020101","StressorC","68",10.0000008892419,0.649999984438268
"1067","0401020101","StressorC","69",9.99999875852642,0.650000043451575
"1068","0401020101","StressorC","7",10.0000008842746,0.649999984525195
"1069","0401020101","StressorC","70",9.99999797301312,0.650000070944541
"1070","0401020101","StressorC","71",9.99999947244005,0.650000018464598
"1071","0401020101","StressorC","72",10.0000021715339,0.649999961998157
"1072","0401020101","StressorC","73",10.0000014234163,0.649999975090214
"1073","0401020101","StressorC","74",9.99999989826531,0.650000003560714
"1074","0401020101","StressorC","75",10.0000000243275,0.649999999574269
"1075","0401020101","StressorC","76",9.99999916453039,0.650000029241436
"1076","0401020101","StressorC","77",10.0000000211321,0.649999999630188
"1077","0401020101","StressorC","78",9.99999931513614,0.650000023970235
"1078","0401020101","StressorC","79",9.99999911899468,0.650000030835186
"1079","0401020101","StressorC","8",9.99999874832198,0.650000043808731
"1080","0401020101","StressorC","80",10.0000002892592,0.649999994937965
"1081","0401020101","StressorC","81",9.99999969716157,0.650000010599345
"1082","0401020101","StressorC","82",10.0000014804833,0.649999974091542
"1083","0401020101","StressorC","83",9.99999980843168,0.650000006704891
"1084","0401020101","StressorC","84",9.99999877058192,0.650000043029633
"1085","0401020101","StressorC","85",10.0000014067913,0.649999975381153
"1086","0401020101","StressorC","86",9.99999809187683,0.650000066784311
"1087","0401020101","StressorC","87",9.99999998549338,0.650000000507732
"1088","0401020101","StressorC","88",10.0000006388736,0.649999988819712
"1089","0401020101","StressorC","89",9.99999932812775,0.650000023515529
"1090","0401020101","StressorC","9",10.0000014215589,0.649999975122719
"1091","0401020101","StressorC","90",9.99999983815652,0.650000005664522
"1092","0401020101","StressorC","91",9.999998736622,0.65000004421823
"1093","0401020101","StressorC","92",10.0000008002778,0.649999985995139
"1094","0401020101","StressorC","93",10.0000006505523,0.649999988615334
"1095","0401020101","StressorC","94",9.99999895548116,0.65000003655816
"1096","0401020101","StressorC","95",10.0000025812545,0.649999954828047
"1097","0401020101","StressorC","96",10.0000004472135,0.649999992173764
"1098","0401020101","StressorC","97",9.99999967065498,0.650000011527076
"1099","0401020101","StressorC","98",10.000000433674,0.649999992410704
"1100","0401020101","StressorC","99",10.0000018379786,0.649999967835375
"1101","0401020101","StressorD","1",0.100000010335403,1
"1102","0401020101","StressorD","10",0.100000157360508,1
"1103","0401020101","StressorD","100",0.100000126010179,1
"1104","0401020101","StressorD","11",0.100000067509968,1
"1105","0401020101","StressorD","12",0.100000165099608,1
"1106","0401020101","StressorD","13",0.100000116421106,1
"1107","0401020101","StressorD","14",0.100000053994094,1
"1108","0401020101","StressorD","15",0.100000094264324,1
"1109","0401020101","StressorD","16",0.100000049219733,1
"1110","0401020101","StressorD","17",0.100000048970838,1
"1111","0401020101","StressorD","18",0.100000027326149,1
"1112","0401020101","StressorD","19",0.10000008406217,1
"1113","0401020101","StressorD","2",0.100000027007776,1
"1114","0401020101","StressorD","20",0.100000098953328,1
"1115","0401020101","StressorD","21",0.10000019194875,1
"1116","0401020101","StressorD","22",0.100000100056728,1
"1117","0401020101","StressorD","23",0.100000220475997,1
"1118","0401020101","StressorD","24",0.100000198711359,1
"1119","0401020101","StressorD","25",0.100000032349177,1
"1120","0401020101","StressorD","26",0.100000011750684,1
"1121","0401020101","StressorD","27",0.10000013755063,1
"1122","0401020101","StressorD","28",0.100000024033176,1
"1123","0401020101","StressorD","29",0.100000076044279,1
"1124","0401020101","StressorD","3",0.10000012141645,1
"1125","0401020101","StressorD","30",0.100000016186851,1
"1126","0401020101","StressorD","31",0.100000026425519,1
"1127","0401020101","StressorD","32",0.100000074722526,1
"1128","0401020101","StressorD","33",0.100000084732702,1
"1129","0401020101","StressorD","34",0.100000175006462,1
"1130","0401020101","StressorD","35",0.100000068775351,1
"1131","0401020101","StressorD","36",0.100000010727956,1
"1132","0401020101","StressorD","37",0.100000027369636,1
"1133","0401020101","StressorD","38",0.100000012025159,1
"1134","0401020101","StressorD","39",0.100000045337068,1
"1135","0401020101","StressorD","4",0.100000152943073,1
"1136","0401020101","StressorD","40",0.1000000526309,1
"1137","0401020101","StressorD","41",0.100000006609246,1
"1138","0401020101","StressorD","42",0.100000053654022,1
"1139","0401020101","StressorD","43",0.10000016488092,1
"1140","0401020101","StressorD","44",0.100000089372979,1
"1141","0401020101","StressorD","45",0.100000153841287,1
"1142","0401020101","StressorD","46",0.100000029663685,1
"1143","0401020101","StressorD","47",0.100000167238162,1
"1144","0401020101","StressorD","48",0.100000075482676,1
"1145","0401020101","StressorD","49",0.10000000889109,1
"1146","0401020101","StressorD","5",0.100000096861654,1
"1147","0401020101","StressorD","50",0.100000196212427,1
"1148","0401020101","StressorD","51",0.100000012408543,1
"1149","0401020101","StressorD","52",0.100000013001712,1
"1150","0401020101","StressorD","53",0.100000122678454,1
"1151","0401020101","StressorD","54",0.10000002379581,1
"1152","0401020101","StressorD","55",0.100000195124088,1
"1153","0401020101","StressorD","56",0.100000146726858,1
"1154","0401020101","StressorD","57",0.100000053612881,1
"1155","0401020101","StressorD","58",0.10000000150097,1
"1156","0401020101","StressorD","59",0.100000100402874,1
"1157","0401020101","StressorD","6",0.100000123084306,1
"1158","0401020101","StressorD","60",0.100000070829973,1
"1159","0401020101","StressorD","61",0.100000081958551,1
"1160","0401020101","StressorD","62",0.100000000908963,1
"1161","0401020101","StressorD","63",0.100000369687978,1
"1162","0401020101","StressorD","64",0.100000013313833,1
"1163","0401020101","StressorD","65",0.100000014595712,1
"1164","0401020101","StressorD","66",0.100000015818536,1
"1165","0401020101","StressorD","67",0.100000026629071,1
"1166","0401020101","StressorD","68",0.10000021049099,1
"1167","0401020101","StressorD","69",0.100000081865497,1
"1168","0401020101","StressorD","7",0.100000085320965,1
"1169","0401020101","StressorD","70",0.100000001444393,1
"1170","0401020101","StressorD","71",0.100000092980602,1
"1171","0401020101","StressorD","72",0.100000085843431,1
"1172","0401020101","StressorD","73",0.100000014188161,1
"1173","0401020101","StressorD","74",0.100000130970916,1
"1174","0401020101","StressorD","75",0.100000120431962,1
"1175","0401020101","StressorD","76",0.100000057417023,1
"1176","0401020101","StressorD","77",0.100000006924996,1
"1177","0401020101","StressorD","78",0.100000110241189,1
"1178","0401020101","StressorD","79",0.100000195238697,1
"1179","0401020101","StressorD","8",0.100000072406193,1
"1180","0401020101","StressorD","80",0.100000000123125,1
"1181","0401020101","StressorD","81",0.100000058722982,1
"1182","0401020101","StressorD","82",0.100000065713565,1
"1183","0401020101","StressorD","83",0.10000007009517,1
"1184","0401020101","StressorD","84",0.100000031488208,1
"1185","0401020101","StressorD","85",0.100000061301105,1
"1186","0401020101","StressorD","86",0.100000022542649,1
"1187","0401020101","StressorD","87",0.100000058057984,1
"1188","0401020101","StressorD","88",0.100000216887424,1
"1189","0401020101","StressorD","89",0.10000011420843,1
"1190","0401020101","StressorD","9",0.100000038693398,1
"1191","0401020101","StressorD","90",0.100000001873797,1
"1192","0401020101","StressorD","91",0.100000050183495,1
"1193","0401020101","StressorD","92",0.100000000616068,1
"1194","0401020101","StressorD","93",0.100000063587848,1
"1195","0401020101","StressorD","94",0.100000151823974,1
"1196","0401020101","StressorD","95",0.100000017446213,1
"1197","0401020101","StressorD","96",0.100000104761457,1
"1198","0401020101","StressorD","97",0.100000137618788,1
"1199","0401020101","StressorD","98",0.100000039324962,1
"1200","0401020101","StressorD","99",0.100000262373853,1
"1201","0402040101","StressorA","1",14.9999887296946,0.197410018034978
"1202","0402040101","StressorA","10",14.9999981599629,0.197409988325854
"1203","0402040101","StressorA","100",15.0000057016533,0.197409964566521
"1204","0402040101","StressorA","11",15.0000015902478,0.197409977519087
"1205","0402040101","StressorA","12",15.0000159936547,0.19740993214263
"1206","0402040101","StressorA","13",14.9999844450157,0.197410031533439
"1207","0402040101","StressorA","14",14.9999950601956,0.197409998091361
"1208","0402040101","StressorA","15",14.999980956161,0.197410042524737
"1209","0402040101","StressorA","16",14.9999884350447,0.197410018963243
"1210","0402040101","StressorA","17",15.0000138927763,0.197409938761229
"1211","0402040101","StressorA","18",15.0000077942675,0.197409957973953
"1212","0402040101","StressorA","19",15.0000025766345,0.197409974411575
"1213","0402040101","StressorA","2",14.9999986173159,0.197409986885009
"1214","0402040101","StressorA","20",14.9999645848951,0.197410094100856
"1215","0402040101","StressorA","21",15.0000266983694,0.197409898418552
"1216","0402040101","StressorA","22",14.9999910519553,0.197410010718924
"1217","0402040101","StressorA","23",15.0000019016509,0.197409976538042
"1218","0402040101","StressorA","24",14.9999954163872,0.197409996969215
"1219","0402040101","StressorA","25",14.9999749044322,0.197410061590128
"1220","0402040101","StressorA","26",15.000004636667,0.197409967921652
"1221","0402040101","StressorA","27",14.9999779335363,0.197410052047225
"1222","0402040101","StressorA","28",14.9999868381725,0.197410023994033
"1223","0402040101","StressorA","29",14.9999948657869,0.197409998703826
"1224","0402040101","StressorA","3",15.0000015767562,0.19740997756159
"1225","0402040101","StressorA","30",15.0000313774286,0.197409883677675
"1226","0402040101","StressorA","31",14.9999907061833,0.197410011808245
"1227","0402040101","StressorA","32",14.9999996178163,0.197409983733033
"1228","0402040101","StressorA","33",14.9999917653349,0.197410008471492
"1229","0402040101","StressorA","34",15.0000146289413,0.197409936442017
"1230","0402040101","StressorA","35",15.0000204537539,0.197409918091553
"1231","0402040101","StressorA","36",15.0000010249181,0.197409979300101
"1232","0402040101","StressorA","37",15.0000323595744,0.19740988058353
"1233","0402040101","StressorA","38",14.9999832334307,0.19741003535042
"1234","0402040101","StressorA","39",15.0000243674486,0.197409905761871
"1235","0402040101","StressorA","4",14.9999724129437,0.197410069439325
"1236","0402040101","StressorA","40",14.9999976112234,0.197409990054603
"1237","0402040101","StressorA","41",15.000016116078,0.197409931756948
"1238","0402040101","StressorA","42",15.0000030267808,0.197409972993434
"1239","0402040101","StressorA","43",15.0000120352296,0.197409944613238
"1240","0402040101","StressorA","44",15.0000269165771,0.197409897731112
"1241","0402040101","StressorA","45",14.9999785885464,0.197410049983679
"1242","0402040101","StressorA","46",14.9999947157102,0.197409999176628
"1243","0402040101","StressorA","47",14.9999980051259,0.197409988813652
"1244","0402040101","StressorA","48",15.0000060672548,0.19740996341473
"1245","0402040101","StressorA","49",15.0000018295606,0.197409976765156
"1246","0402040101","StressorA","5",15.0000016483575,0.197409977336018
"1247","0402040101","StressorA","50",15.000002589131,0.197409974372206
"1248","0402040101","StressorA","51",15.0000092182373,0.197409953487882
"1249","0402040101","StressorA","52",15.0000138958026,0.197409938751695
"1250","0402040101","StressorA","53",14.9999574281041,0.197410116647664
"1251","0402040101","StressorA","54",14.9999848231724,0.197410030342093
"1252","0402040101","StressorA","55",14.999983381765,0.197410034883107
"1253","0402040101","StressorA","56",14.9999744087254,0.197410063151805
"1254","0402040101","StressorA","57",15.0000095860716,0.197409952329058
"1255","0402040101","StressorA","58",14.9999908107407,0.197410011478847
"1256","0402040101","StressorA","59",15.0000109411081,0.197409948060155
"1257","0402040101","StressorA","6",15.0000132707141,0.197409940720972
"1258","0402040101","StressorA","60",14.9999945068076,0.197409999834755
"1259","0402040101","StressorA","61",14.9999975222989,0.19740999033475
"1260","0402040101","StressorA","62",15.0000095674373,0.197409952387763
"1261","0402040101","StressorA","63",14.9999985658901,0.197409987047021
"1262","0402040101","StressorA","64",14.9999900867231,0.197410013759793
"1263","0402040101","StressorA","65",15.0000010890769,0.197409979097975
"1264","0402040101","StressorA","66",15.0000063307331,0.197409962584669
"1265","0402040101","StressorA","67",15.0000295617234,0.19740988939786
"1266","0402040101","StressorA","68",15.0000142409716,0.197409937664276
"1267","0402040101","StressorA","69",14.9999864522157,0.197410025209952
"1268","0402040101","StressorA","7",14.9999956159558,0.197409996340494
"1269","0402040101","StressorA","70",14.9999862222487,0.19741002593444
"1270","0402040101","StressorA","71",14.9999996976687,0.197409983481466
"1271","0402040101","StressorA","72",15.0000116770093,0.197409945741774
"1272","0402040101","StressorA","73",14.9999865923284,0.19741002476854
"1273","0402040101","StressorA","74",14.9999750491782,0.197410061134119
"1274","0402040101","StressorA","75",14.9999915738266,0.19741000907482
"1275","0402040101","StressorA","76",14.9999869507089,0.197410023639497
"1276","0402040101","StressorA","77",14.9999991396337,0.197409985239499
"1277","0402040101","StressorA","78",15.0000256029259,0.19740990186963
"1278","0402040101","StressorA","79",14.9999965283021,0.197409993466238
"1279","0402040101","StressorA","8",15.0000172375935,0.19740992822373
"1280","0402040101","StressorA","80",15.0000062172332,0.197409962942239
"1281","0402040101","StressorA","81",15.0000187240046,0.197409923540947
"1282","0402040101","StressorA","82",14.9999930130507,0.197410004540687
"1283","0402040101","StressorA","83",15.0000059169471,0.197409963888259
"1284","0402040101","StressorA","84",14.9999852766338,0.197410028913508
"1285","0402040101","StressorA","85",15.0000095544035,0.197409952428825
"1286","0402040101","StressorA","86",14.9999982397015,0.197409988074645
"1287","0402040101","StressorA","87",15.0000148389294,0.197409935780472
"1288","0402040101","StressorA","88",15.000009471273,0.197409952690719
"1289","0402040101","StressorA","89",14.9999964873824,0.197409993595151
"1290","0402040101","StressorA","9",15.0000023991523,0.197409974970714
"1291","0402040101","StressorA","90",14.9999822955762,0.19741003830504
"1292","0402040101","StressorA","91",14.9999791740331,0.197410048139159
"1293","0402040101","StressorA","92",14.999993322874,0.19741000356462
"1294","0402040101","StressorA","93",15.0000015393502,0.197409977679434
"1295","0402040101","StressorA","94",14.9999699998988,0.197410077041395
"1296","0402040101","StressorA","95",14.9999945906986,0.197409999570464
"1297","0402040101","StressorA","96",15.0000145370871,0.197409936731395
"1298","0402040101","StressorA","97",14.9999980098194,0.197409988798866
"1299","0402040101","StressorA","98",15.000005028842,0.197409966686144
"1300","0402040101","StressorA","99",14.9999913704163,0.197410009715644
"1301","0402040101","StressorB","1",45.0000007499785,0.549999992500215
"1302","0402040101","StressorB","10",45.0000000865364,0.549999999134636
"1303","0402040101","StressorB","100",44.9999992298661,0.550000007701339
"1304","0402040101","StressorB","11",44.9999986346116,0.550000013653884
"1305","0402040101","StressorB","12",45.0000002544318,0.549999997455682
"1306","0402040101","StressorB","13",44.9999978545911,0.550000021454089
"1307","0402040101","StressorB","14",44.9999992076097,0.550000007923903
"1308","0402040101","StressorB","15",44.9999982299986,0.550000017700014
"1309","0402040101","StressorB","16",45.0000009217303,0.549999990782696
"1310","0402040101","StressorB","17",45.0000000998749,0.549999999001251
"1311","0402040101","StressorB","18",44.9999983848777,0.550000016151223
"1312","0402040101","StressorB","19",44.9999995448246,0.550000004551754
"1313","0402040101","StressorB","2",44.9999999227272,0.550000000772728
"1314","0402040101","StressorB","20",45.000000596823,0.54999999403177
"1315","0402040101","StressorB","21",45.0000003289862,0.549999996710138
"1316","0402040101","StressorB","22",45.0000009507325,0.549999990492675
"1317","0402040101","StressorB","23",44.999999201543,0.55000000798457
"1318","0402040101","StressorB","24",45.0000012407781,0.549999987592219
"1319","0402040101","StressorB","25",45.0000020653714,0.549999979346286
"1320","0402040101","StressorB","26",44.9999980059254,0.550000019940746
"1321","0402040101","StressorB","27",44.9999999145105,0.550000000854895
"1322","0402040101","StressorB","28",44.9999998614824,0.550000001385176
"1323","0402040101","StressorB","29",44.9999991161167,0.550000008838833
"1324","0402040101","StressorB","3",44.9999994223826,0.550000005776174
"1325","0402040101","StressorB","30",45.00000020401,0.5499999979599
"1326","0402040101","StressorB","31",45.0000006947051,0.549999993052949
"1327","0402040101","StressorB","32",45.0000004734448,0.549999995265552
"1328","0402040101","StressorB","33",44.9999993257078,0.550000006742922
"1329","0402040101","StressorB","34",45.000000043587,0.54999999956413
"1330","0402040101","StressorB","35",44.9999986923579,0.550000013076421
"1331","0402040101","StressorB","36",45.0000002394641,0.549999997605359
"1332","0402040101","StressorB","37",44.9999996840843,0.550000003159157
"1333","0402040101","StressorB","38",45.0000017202336,0.549999982797664
"1334","0402040101","StressorB","39",44.9999980516133,0.550000019483867
"1335","0402040101","StressorB","4",45.0000002272622,0.549999997727378
"1336","0402040101","StressorB","40",44.9999994790296,0.550000005209704
"1337","0402040101","StressorB","41",45.0000012355878,0.549999987644122
"1338","0402040101","StressorB","42",44.9999995498555,0.550000004501445
"1339","0402040101","StressorB","43",45.000000078086,0.54999999921914
"1340","0402040101","StressorB","44",44.9999988358389,0.550000011641611
"1341","0402040101","StressorB","45",44.9999985334668,0.550000014665332
"1342","0402040101","StressorB","46",45.0000009236834,0.549999990763166
"1343","0402040101","StressorB","47",45.0000005303082,0.549999994696918
"1344","0402040101","StressorB","48",44.9999997782261,0.550000002217738
"1345","0402040101","StressorB","49",44.9999990992597,0.550000009007403
"1346","0402040101","StressorB","5",45.0000009850449,0.549999990149551
"1347","0402040101","StressorB","50",45.0000006877855,0.549999993122145
"1348","0402040101","StressorB","51",45.0000005173261,0.549999994826739
"1349","0402040101","StressorB","52",45.0000004142958,0.549999995857042
"1350","0402040101","StressorB","53",44.9999986148199,0.550000013851801
"1351","0402040101","StressorB","54",44.9999994065114,0.550000005934886
"1352","0402040101","StressorB","55",44.9999997089386,0.550000002910614
"1353","0402040101","StressorB","56",44.9999983764286,0.550000016235714
"1354","0402040101","StressorB","57",44.999998549854,0.55000001450146
"1355","0402040101","StressorB","58",44.9999984408161,0.55000001559184
"1356","0402040101","StressorB","59",44.9999996680331,0.550000003319669
"1357","0402040101","StressorB","6",45.0000003441695,0.549999996558304
"1358","0402040101","StressorB","60",45.0000000645014,0.549999999354986
"1359","0402040101","StressorB","61",45.0000001265059,0.549999998734941
"1360","0402040101","StressorB","62",45.0000027996569,0.549999972003431
"1361","0402040101","StressorB","63",45.000000470913,0.54999999529087
"1362","0402040101","StressorB","64",44.9999993464414,0.550000006535586
"1363","0402040101","StressorB","65",44.9999994491558,0.550000005508442
"1364","0402040101","StressorB","66",45.0000006243771,0.549999993756229
"1365","0402040101","StressorB","67",44.9999999216144,0.550000000783856
"1366","0402040101","StressorB","68",45.000000292003,0.54999999707997
"1367","0402040101","StressorB","69",45.0000024590865,0.549999975409135
"1368","0402040101","StressorB","7",45.0000015549884,0.549999984450116
"1369","0402040101","StressorB","70",45.0000009910773,0.549999990089227
"1370","0402040101","StressorB","71",44.9999975464049,0.550000024535951
"1371","0402040101","StressorB","72",44.9999998614192,0.550000001385808
"1372","0402040101","StressorB","73",44.999998044639,0.55000001955361
"1373","0402040101","StressorB","74",45.000000689426,0.54999999310574
"1374","0402040101","StressorB","75",44.9999998720187,0.550000001279813
"1375","0402040101","StressorB","76",45.0000004711138,0.549999995288862
"1376","0402040101","StressorB","77",45.0000017719416,0.549999982280584
"1377","0402040101","StressorB","78",44.9999986487109,0.550000013512891
"1378","0402040101","StressorB","79",44.9999978803047,0.550000021196953
"1379","0402040101","StressorB","8",45.0000023195831,0.549999976804169
"1380","0402040101","StressorB","80",45.0000016708111,0.549999983291889
"1381","0402040101","StressorB","81",45.000000599207,0.54999999400793
"1382","0402040101","StressorB","82",45.0000002516549,0.549999997483451
"1383","0402040101","StressorB","83",44.9999994498323,0.550000005501677
"1384","0402040101","StressorB","84",44.9999996110462,0.550000003889538
"1385","0402040101","StressorB","85",45.0000010476229,0.549999989523771
"1386","0402040101","StressorB","86",44.99999880842,0.5500000119158
"1387","0402040101","StressorB","87",45.0000014848881,0.549999985151119
"1388","0402040101","StressorB","88",44.9999997500471,0.550000002499529
"1389","0402040101","StressorB","89",45.0000000832858,0.549999999167142
"1390","0402040101","StressorB","9",45.0000002610155,0.549999997389845
"1391","0402040101","StressorB","90",44.9999982375825,0.550000017624175
"1392","0402040101","StressorB","91",44.9999997155009,0.550000002844991
"1393","0402040101","StressorB","92",44.9999988748978,0.550000011251022
"1394","0402040101","StressorB","93",44.9999996585846,0.550000003414154
"1395","0402040101","StressorB","94",45.0000010664111,0.549999989335889
"1396","0402040101","StressorB","95",44.9999999300889,0.550000000699111
"1397","0402040101","StressorB","96",45.0000004583683,0.549999995416317
"1398","0402040101","StressorB","97",44.9999999582734,0.550000000417266
"1399","0402040101","StressorB","98",44.9999975303673,0.550000024696327
"1400","0402040101","StressorB","99",44.9999989572636,0.550000010427364
"1401","0402040101","StressorC","1",49.9999998818946,0.15000000088579
"1402","0402040101","StressorC","10",49.9999994808485,0.150000003893636
"1403","0402040101","StressorC","100",49.9999992714607,0.150000005464045
"1404","0402040101","StressorC","11",50.0000016894348,0.149999991552826
"1405","0402040101","StressorC","12",50.0000004010442,0.149999997994779
"1406","0402040101","StressorC","13",50.0000004843291,0.149999997578354
"1407","0402040101","StressorC","14",50.0000010252705,0.149999994873647
"1408","0402040101","StressorC","15",50.0000000838565,0.149999999580718
"1409","0402040101","StressorC","16",49.9999988794024,0.150000008404482
"1410","0402040101","StressorC","17",49.9999993649842,0.150000004762619
"1411","0402040101","StressorC","18",49.9999984741184,0.150000011444112
"1412","0402040101","StressorC","19",50.0000000233255,0.149999999883373
"1413","0402040101","StressorC","2",50.0000005943186,0.149999997028407
"1414","0402040101","StressorC","20",49.999999798124,0.15000000151407
"1415","0402040101","StressorC","21",50.0000012041824,0.149999993979088
"1416","0402040101","StressorC","22",49.9999994509781,0.150000004117664
"1417","0402040101","StressorC","23",50.0000011544108,0.149999994227946
"1418","0402040101","StressorC","24",49.9999998528887,0.150000001103335
"1419","0402040101","StressorC","25",49.9999995203436,0.150000003597423
"1420","0402040101","StressorC","26",50.0000015035394,0.149999992482303
"1421","0402040101","StressorC","27",49.9999999500349,0.150000000374738
"1422","0402040101","StressorC","28",50.0000004945084,0.149999997527458
"1423","0402040101","StressorC","29",49.9999985136625,0.150000011147531
"1424","0402040101","StressorC","3",49.999999763065,0.150000001777013
"1425","0402040101","StressorC","30",49.9999979600464,0.150000015299652
"1426","0402040101","StressorC","31",49.9999996699491,0.150000002475382
"1427","0402040101","StressorC","32",50.0000010756445,0.149999994621777
"1428","0402040101","StressorC","33",50.0000009534587,0.149999995232707
"1429","0402040101","StressorC","34",50.0000010393571,0.149999994803214
"1430","0402040101","StressorC","35",50.0000001242124,0.149999999378938
"1431","0402040101","StressorC","36",49.9999997855474,0.150000001608395
"1432","0402040101","StressorC","37",50.0000010452065,0.149999994773967
"1433","0402040101","StressorC","38",49.9999986093229,0.150000010430078
"1434","0402040101","StressorC","39",49.9999996612954,0.150000002540284
"1435","0402040101","StressorC","4",50.0000004226076,0.149999997886962
"1436","0402040101","StressorC","40",50.0000013514573,0.149999993242714
"1437","0402040101","StressorC","41",49.9999989108597,0.150000008168552
"1438","0402040101","StressorC","42",49.9999996589504,0.150000002557872
"1439","0402040101","StressorC","43",49.9999979099638,0.150000015675271
"1440","0402040101","StressorC","44",50.0000011446053,0.149999994276973
"1441","0402040101","StressorC","45",50.0000003617747,0.149999998191126
"1442","0402040101","StressorC","46",50.0000004550592,0.149999997724704
"1443","0402040101","StressorC","47",49.9999986929121,0.150000009803159
"1444","0402040101","StressorC","48",50.0000009733445,0.149999995133277
"1445","0402040101","StressorC","49",50.0000010214115,0.149999994892942
"1446","0402040101","StressorC","5",49.9999987778408,0.150000009166194
"1447","0402040101","StressorC","50",50.0000007730748,0.149999996134626
"1448","0402040101","StressorC","51",50.0000001691334,0.149999999154333
"1449","0402040101","StressorC","52",50.0000007647225,0.149999996176387
"1450","0402040101","StressorC","53",49.9999993324714,0.150000005006464
"1451","0402040101","StressorC","54",50.0000006848514,0.149999996575743
"1452","0402040101","StressorC","55",50.0000004967719,0.14999999751614
"1453","0402040101","StressorC","56",50.0000007564407,0.149999996217796
"1454","0402040101","StressorC","57",50.0000019655972,0.149999990172014
"1455","0402040101","StressorC","58",49.9999995537896,0.150000003346578
"1456","0402040101","StressorC","59",50.0000007679356,0.149999996160322
"1457","0402040101","StressorC","6",50.0000013779304,0.149999993110348
"1458","0402040101","StressorC","60",49.9999995317291,0.150000003512032
"1459","0402040101","StressorC","61",50.0000009829437,0.149999995085282
"1460","0402040101","StressorC","62",49.9999982698722,0.150000012975959
"1461","0402040101","StressorC","63",50.0000001034754,0.149999999482623
"1462","0402040101","StressorC","64",50.0000007623569,0.149999996188215
"1463","0402040101","StressorC","65",50.0000003204244,0.149999998397878
"1464","0402040101","StressorC","66",50.0000014373125,0.149999992813438
"1465","0402040101","StressorC","67",49.9999992810566,0.150000005392076
"1466","0402040101","StressorC","68",50.0000001953526,0.149999999023237
"1467","0402040101","StressorC","69",49.9999999805776,0.150000000145668
"1468","0402040101","StressorC","7",50.0000009721416,0.149999995139292
"1469","0402040101","StressorC","70",49.9999994568734,0.150000004073449
"1470","0402040101","StressorC","71",50.0000016190193,0.149999991904904
"1471","0402040101","StressorC","72",50.0000002042585,0.149999998978708
"1472","0402040101","StressorC","73",49.999998645103,0.150000010161727
"1473","0402040101","StressorC","74",50.0000000101371,0.149999999949314
"1474","0402040101","StressorC","75",49.9999980948305,0.150000014288771
"1475","0402040101","StressorC","76",50.0000009155737,0.149999995422132
"1476","0402040101","StressorC","77",49.9999995739388,0.150000003195459
"1477","0402040101","StressorC","78",49.9999983500444,0.150000012374667
"1478","0402040101","StressorC","79",50.0000003070801,0.149999998464599
"1479","0402040101","StressorC","8",50.0000005002647,0.149999997498677
"1480","0402040101","StressorC","80",49.999998753394,0.150000009349545
"1481","0402040101","StressorC","81",50.0000007063341,0.14999999646833
"1482","0402040101","StressorC","82",49.9999990690573,0.15000000698207
"1483","0402040101","StressorC","83",50.0000003880096,0.149999998059952
"1484","0402040101","StressorC","84",49.9999998384606,0.150000001211546
"1485","0402040101","StressorC","85",50.0000007921729,0.149999996039136
"1486","0402040101","StressorC","86",49.9999988041145,0.150000008969141
"1487","0402040101","StressorC","87",49.999999417452,0.15000000436911
"1488","0402040101","StressorC","88",49.9999996214951,0.150000002838787
"1489","0402040101","StressorC","89",50.0000001300647,0.149999999349676
"1490","0402040101","StressorC","9",50.0000005840146,0.149999997079927
"1491","0402040101","StressorC","90",50.0000014751131,0.149999992624435
"1492","0402040101","StressorC","91",49.9999988912829,0.150000008315378
"1493","0402040101","StressorC","92",50.0000000485195,0.149999999757402
"1494","0402040101","StressorC","93",50.0000011046403,0.149999994476799
"1495","0402040101","StressorC","94",49.9999994688985,0.150000003983261
"1496","0402040101","StressorC","95",50.0000005342217,0.149999997328891
"1497","0402040101","StressorC","96",49.999999775468,0.15000000168399
"1498","0402040101","StressorC","97",50.0000001318275,0.149999999340863
"1499","0402040101","StressorC","98",49.9999992439187,0.15000000567061
"1500","0402040101","StressorC","99",49.9999992209065,0.150000005843201
"1501","0402040101","StressorD","1",4.99999212128828,0.2
"1502","0402040101","StressorD","10",4.99999590756286,0.2
"1503","0402040101","StressorD","100",4.99999817103138,0.2
"1504","0402040101","StressorD","11",4.9999985735263,0.2
