"","HUC","Stressor","simulation","dose","sys.cap"
"589","0401010502","StressorB","89",31.9999998594174,0.680000001405826
"590","0401010502","StressorB","9",32.0000003134663,0.679999996865337
"591","0401010502","StressorB","90",32.000000803088,0.679999991969119
"592","0401010502","StressorB","91",31.9999993432864,0.680000006567136
"593","0401010502","StressorB","92",31.9999993877977,0.680000006122023
"594","0401010502","StressorB","93",32.0000018608372,0.679999981391628
"595","0401010502","StressorB","94",32.000000606575,0.67999999393425
"596","0401010502","StressorB","95",31.9999983216841,0.680000016783159
"597","0401010502","StressorB","96",32.0000007035939,0.679999992964061
"598","0401010502","StressorB","97",31.9999993298655,0.680000006701345
"599","0401010502","StressorB","98",32.0000009800235,0.679999990199765
"600","0401010502","StressorB","99",32.0000005196295,0.679999994803705
"601","0401010502","StressorC","1",78.0000005940253,0.0366666656766245
"602","0401010502","StressorC","10",77.9999985066511,0.0366666691555816
"603","0401010502","StressorC","100",78.0000021319696,0.0366666631133839
"604","0401010502","StressorC","11",77.9999994632811,0.0366666675611982
"605","0401010502","StressorC","12",78.0000018406169,0.0366666635989718
"606","0401010502","StressorC","13",78.000000052745,0.0366666665787584
"607","0401010502","StressorC","14",78.0000011882761,0.0366666646862065
"608","0401010502","StressorC","15",78.0000000040883,0.0366666666598529
"609","0401010502","StressorC","16",78.000001350659,0.0366666644155683
"610","0401010502","StressorC","17",78.0000022887003,0.0366666628521662
"611","0401010502","StressorC","18",77.9999995880303,0.0366666673532828
"612","0401010502","StressorC","19",77.9999996777463,0.0366666672037562
"613","0401010502","StressorC","2",78.0000020319891,0.0366666632800182
"614","0401010502","StressorC","20",78.0000002175796,0.036666666304034
"615","0401010502","StressorC","21",77.9999985422433,0.0366666690962611
"616","0401010502","StressorC","22",78.0000004735786,0.036666665877369
"617","0401010502","StressorC","23",78.0000012193627,0.0366666646343955
"618","0401010502","StressorC","24",77.9999980788321,0.0366666698686132
"619","0401010502","StressorC","25",77.9999995270888,0.0366666674548519
"620","0401010502","StressorC","26",77.9999997101025,0.0366666671498291
"621","0401010502","StressorC","27",77.9999986481014,0.0366666689198311
"622","0401010502","StressorC","28",77.99999931537,0.0366666678077166
"623","0401010502","StressorC","29",77.9999986267539,0.0366666689554101
"624","0401010502","StressorC","3",78.0000013158582,0.0366666644735696
"625","0401010502","StressorC","30",77.9999997210142,0.036666667131643
"626","0401010502","StressorC","31",77.9999987612292,0.0366666687312847
"627","0401010502","StressorC","32",77.9999996487619,0.0366666672520635
"628","0401010502","StressorC","33",78.0000000518893,0.0366666665801846
"629","0401010502","StressorC","34",78.0000011476825,0.0366666647538626
"630","0401010502","StressorC","35",77.9999997485773,0.0366666670857045
"631","0401010502","StressorC","36",77.9999988921165,0.0366666685131391
"632","0401010502","StressorC","37",77.9999977075784,0.0366666704873693
"633","0401010502","StressorC","38",78.00000075066,0.0366666654155666
"634","0401010502","StressorC","39",77.9999997901146,0.0366666670164757
"635","0401010502","StressorC","4",78.0000013228548,0.0366666644619087
"636","0401010502","StressorC","40",78.0000011383129,0.0366666647694784
"637","0401010502","StressorC","41",78.0000004489206,0.0366666659184657
"638","0401010502","StressorC","42",77.9999998787601,0.0366666668687332
"639","0401010502","StressorC","43",77.9999992434343,0.0366666679276094
"640","0401010502","StressorC","44",77.9999993597521,0.0366666677337465
"641","0401010502","StressorC","45",78.0000004025976,0.0366666659956707
"642","0401010502","StressorC","46",77.9999995827775,0.0366666673620376
"643","0401010502","StressorC","47",78.0000010031123,0.0366666649948129
"644","0401010502","StressorC","48",78.0000007815937,0.0366666653640106
"645","0401010502","StressorC","49",77.9999986291836,0.0366666689513608
"646","0401010502","StressorC","5",77.9999998563209,0.0366666669061319
"647","0401010502","StressorC","50",77.9999994359861,0.0366666676066898
"648","0401010502","StressorC","51",78.0000004254359,0.0366666659576069
"649","0401010502","StressorC","52",78.0000002060782,0.036666666323203
"650","0401010502","StressorC","53",78.0000010437458,0.0366666649270903
"651","0401010502","StressorC","54",77.9999994625897,0.0366666675623505
"652","0401010502","StressorC","55",78.0000008702244,0.0366666652162927
"653","0401010502","StressorC","56",77.9999989074868,0.036666668487522
"654","0401010502","StressorC","57",78.0000000617613,0.0366666665637311
"655","0401010502","StressorC","58",77.9999987609199,0.0366666687318002
"656","0401010502","StressorC","59",77.9999998528096,0.0366666669119841
"657","0401010502","StressorC","6",78.0000002220472,0.036666666296588
"658","0401010502","StressorC","60",78.0000009911726,0.0366666650147124
"659","0401010502","StressorC","61",78.0000009655215,0.0366666650574642
"660","0401010502","StressorC","62",78.0000002736664,0.036666666210556
"661","0401010502","StressorC","63",77.9999999582983,0.0366666667361695
"662","0401010502","StressorC","64",77.9999997018808,0.036666667163532
"663","0401010502","StressorC","65",78.0000006362678,0.0366666656062204
"664","0401010502","StressorC","66",77.9999973581552,0.0366666710697414
"665","0401010502","StressorC","67",77.9999975835243,0.0366666706941262
"666","0401010502","StressorC","68",77.9999993103784,0.0366666678160361
"667","0401010502","StressorC","69",78.0000012270914,0.0366666646215143
"668","0401010502","StressorC","7",77.9999999651914,0.036666666724681
"669","0401010502","StressorC","70",78.0000008346438,0.0366666652755937
"670","0401010502","StressorC","71",78.0000011606479,0.0366666647322534
"671","0401010502","StressorC","72",77.9999994635681,0.0366666675607199
"672","0401010502","StressorC","73",78.0000027087535,0.0366666621520775
"673","0401010502","StressorC","74",78.0000002716939,0.0366666662138435
"674","0401010502","StressorC","75",77.9999989395499,0.0366666684340836
"675","0401010502","StressorC","76",77.9999987491386,0.0366666687514357
"676","0401010502","StressorC","77",78.000000035181,0.0366666666080316
"677","0401010502","StressorC","78",77.9999997156471,0.0366666671405882
"678","0401010502","StressorC","79",78.0000013768424,0.0366666643719293
"679","0401010502","StressorC","8",77.9999996277947,0.0366666672870088
"680","0401010502","StressorC","80",77.999999933349,0.0366666667777516
"681","0401010502","StressorC","81",77.9999986599345,0.0366666689001092
"682","0401010502","StressorC","82",77.9999997456764,0.0366666670905394
"683","0401010502","StressorC","83",77.999999285039,0.0366666678582683
"684","0401010502","StressorC","84",78.0000007252148,0.0366666654579753
"685","0401010502","StressorC","85",77.9999982339806,0.0366666696100323
"686","0401010502","StressorC","86",78.0000003389286,0.0366666661017857
"687","0401010502","StressorC","87",78.0000005416786,0.036666665763869
"688","0401010502","StressorC","88",78.0000006563669,0.0366666655727219
"689","0401010502","StressorC","89",78.0000000869028,0.0366666665218287
"690","0401010502","StressorC","9",77.9999998006352,0.0366666669989414
"691","0401010502","StressorC","90",78.0000009183575,0.0366666651360709
"692","0401010502","StressorC","91",78.0000012556596,0.0366666645739007
"693","0401010502","StressorC","92",77.9999992685146,0.036666667885809
"694","0401010502","StressorC","93",77.9999994348191,0.0366666676086348
"695","0401010502","StressorC","94",77.9999989419425,0.0366666684300959
"696","0401010502","StressorC","95",77.9999995004093,0.0366666674993178
"697","0401010502","StressorC","96",78.0000004408143,0.0366666659319761
"698","0401010502","StressorC","97",77.9999989962702,0.0366666683395497
"699","0401010502","StressorC","98",77.99999906303,0.0366666682282834
"700","0401010502","StressorC","99",78.0000003633917,0.0366666660610138
"701","0401010502","StressorD","1",2.00000282850122,0.2
"702","0401010502","StressorD","10",2.00000002979382,0.2
"703","0401010502","StressorD","100",2.00000038450002,0.2
"704","0401010502","StressorD","11",2.00000654333984,0.2
"705","0401010502","StressorD","12",1.99999978305202,0.2
"706","0401010502","StressorD","13",1.99999739566484,0.2
"707","0401010502","StressorD","14",1.99999970497621,0.2
"708","0401010502","StressorD","15",2.00000175570739,0.2
"709","0401010502","StressorD","16",2.000002198707,0.2
"710","0401010502","StressorD","17",1.99999969318516,0.2
"711","0401010502","StressorD","18",2.0000012189821,0.2
"712","0401010502","StressorD","19",2.00000038471144,0.2
"713","0401010502","StressorD","2",1.99999904480311,0.2
"714","0401010502","StressorD","20",2.00000205438396,0.2
"715","0401010502","StressorD","21",1.9999982387966,0.2
"716","0401010502","StressorD","22",1.99999595706533,0.2
"717","0401010502","StressorD","23",2.00000274128502,0.2
"718","0401010502","StressorD","24",2.0000001236552,0.2
"719","0401010502","StressorD","25",1.99999646903916,0.2
"720","0401010502","StressorD","26",1.99999698764852,0.2
"721","0401010502","StressorD","27",1.99999906953798,0.2
"722","0401010502","StressorD","28",1.99999730454811,0.2
"723","0401010502","StressorD","29",2.00000203910679,0.2
"724","0401010502","StressorD","3",2.0000003544161,0.2
"725","0401010502","StressorD","30",2.00000122266748,0.2
"726","0401010502","StressorD","31",2.00000127363052,0.2
"727","0401010502","StressorD","32",2.00000228505867,0.2
"728","0401010502","StressorD","33",2.00000072295921,0.2
"729","0401010502","StressorD","34",2.00000079206326,0.2
"730","0401010502","StressorD","35",1.99999534894333,0.2
"731","0401010502","StressorD","36",1.99999943389404,0.2
"732","0401010502","StressorD","37",1.99999922033271,0.2
"733","0401010502","StressorD","38",1.99999856335609,0.2
"734","0401010502","StressorD","39",2.00000026543695,0.2
"735","0401010502","StressorD","4",2.00000238045057,0.2
"736","0401010502","StressorD","40",2.00000200262834,0.2
"737","0401010502","StressorD","41",1.99999877822379,0.2
"738","0401010502","StressorD","42",2.00000409149176,0.2
"739","0401010502","StressorD","43",1.99999727712068,0.2
"740","0401010502","StressorD","44",1.99999700289682,0.2
"741","0401010502","StressorD","45",2.00000167053721,0.2
"742","0401010502","StressorD","46",2.00000160003897,0.2
"743","0401010502","StressorD","47",1.99999910636539,0.2
"744","0401010502","StressorD","48",2.00000311126023,0.2
"745","0401010502","StressorD","49",1.99999895398333,0.2
"746","0401010502","StressorD","5",2.00000282960848,0.2
"747","0401010502","StressorD","50",2.00000281205097,0.2
"748","0401010502","StressorD","51",1.99999755430951,0.2
"749","0401010502","StressorD","52",1.99999899771848,0.2
"750","0401010502","StressorD","53",2.00000024266189,0.2
"751","0401010502","StressorD","54",1.99999909052352,0.2
"752","0401010502","StressorD","55",1.99999963140074,0.2
"753","0401010502","StressorD","56",2.00000199876913,0.2
"754","0401010502","StressorD","57",2.00000070337928,0.2
"755","0401010502","StressorD","58",2.0000002887466,0.2
"756","0401010502","StressorD","59",1.99999753497172,0.2
"757","0401010502","StressorD","6",2.00000111351549,0.2
"758","0401010502","StressorD","60",2.00000163861187,0.2
"759","0401010502","StressorD","61",1.99999939369908,0.2
"760","0401010502","StressorD","62",1.99999886995316,0.2
"761","0401010502","StressorD","63",1.9999974223713,0.2
"762","0401010502","StressorD","64",2.00000125537906,0.2
"763","0401010502","StressorD","65",1.99999826850296,0.2
"764","0401010502","StressorD","66",2.00000029265623,0.2
"765","0401010502","StressorD","67",1.99999980070264,0.2
"766","0401010502","StressorD","68",1.99999628617848,0.2
"767","0401010502","StressorD","69",2.00000461775948,0.2
"768","0401010502","StressorD","7",2.00000149799714,0.2
"769","0401010502","StressorD","70",1.99999823360605,0.2
"770","0401010502","StressorD","71",1.99999895605049,0.2
"771","0401010502","StressorD","72",2.00000161819448,0.2
"772","0401010502","StressorD","73",1.99999734866496,0.2
"773","0401010502","StressorD","74",1.99999806816501,0.2
"774","0401010502","StressorD","75",1.99999725060187,0.2
"775","0401010502","StressorD","76",2.00000054928552,0.2
"776","0401010502","StressorD","77",1.99999905803351,0.2
"777","0401010502","StressorD","78",2.00000282755059,0.2
"778","0401010502","StressorD","79",1.9999999593733,0.2
"779","0401010502","StressorD","8",2.00000213299008,0.2
"780","0401010502","StressorD","80",1.99999952863009,0.2
"781","0401010502","StressorD","81",2.00000073989338,0.2
"782","0401010502","StressorD","82",2.00000029337468,0.2
"783","0401010502","StressorD","83",2.0000038004136,0.2
"784","0401010502","StressorD","84",2.00000243061147,0.2
"785","0401010502","StressorD","85",2.0000013545607,0.2
"786","0401010502","StressorD","86",1.99999902188967,0.2
"787","0401010502","StressorD","87",1.99999988053867,0.2
"788","0401010502","StressorD","88",1.99999797034328,0.2
"789","0401010502","StressorD","89",2.00000032903224,0.2
"790","0401010502","StressorD","9",1.99999707736004,0.2
"791","0401010502","StressorD","90",2.00000059645434,0.2
"792","0401010502","StressorD","91",1.9999979168658,0.2
"793","0401010502","StressorD","92",1.99999973341317,0.2
"794","0401010502","StressorD","93",2.00000497051988,0.2
"795","0401010502","StressorD","94",1.99999985253308,0.2
"796","0401010502","StressorD","95",1.99999767868843,0.2
"797","0401010502","StressorD","96",2.00000241446949,0.2
"798","0401010502","StressorD","97",1.99999930910579,0.2
"799","0401010502","StressorD","98",1.99999886114731,0.2
"800","0401010502","StressorD","99",1.99999852450692,0.2
"801","0401020101","StressorA","1",1.99999827108751,0.429884431650893
"802","0401020101","StressorA","10",1.99999838862931,0.429884424758104
"803","0401020101","StressorA","100",1.99999864253168,0.429884409868972
"804","0401020101","StressorA","11",2.00000380587646,0.429884107084806
"805","0401020101","StressorA","12",1.99999864045249,0.429884409990898
"806","0401020101","StressorA","13",1.99999986420881,0.429884338228422
"807","0401020101","StressorA","14",1.99999894730984,0.429884391996427
"808","0401020101","StressorA","15",2.00000041547356,0.429884305901639
"809","0401020101","StressorA","16",2.00000019121553,0.429884319052381
"810","0401020101","StressorA","17",1.99999859068961,0.429884412909051
"811","0401020101","StressorA","18",1.99999743425619,0.429884480723677
"812","0401020101","StressorA","19",1.99999856182605,0.429884414601644
"813","0401020101","StressorA","2",2.00000136850623,0.429884250014755
"814","0401020101","StressorA","20",1.99999758994219,0.429884471594063
"815","0401020101","StressorA","21",1.99999974591776,0.429884345165144
"816","0401020101","StressorA","22",1.99999726816073,0.429884490463714
"817","0401020101","StressorA","23",1.99999877382109,0.429884402170008
"818","0401020101","StressorA","24",2.00000095018655,0.429884274545478
"819","0401020101","StressorA","25",1.99999987573162,0.429884337552712
"820","0401020101","StressorA","26",2.00000038349944,0.429884307776637
"821","0401020101","StressorA","27",2.00000211212786,0.429884206407984
"822","0401020101","StressorA","28",2.00000007928415,0.429884325616162
"823","0401020101","StressorA","29",2.00000111764076,0.42988426472578
"824","0401020101","StressorA","3",2.00000029528832,0.429884312949436
"825","0401020101","StressorA","30",2.00000133414784,0.429884252029568
"826","0401020101","StressorA","31",2.00000020912161,0.429884318002348
"827","0401020101","StressorA","32",1.99999897639017,0.429884390291122
"828","0401020101","StressorA","33",1.99999870486731,0.429884406213538
"829","0401020101","StressorA","34",2.0000022358645,0.429884199151935
"830","0401020101","StressorA","35",1.99999835728388,0.429884426596237
"831","0401020101","StressorA","36",2.00000071184231,0.429884288522247
"832","0401020101","StressorA","37",2.00000155451029,0.429884239107275
"833","0401020101","StressorA","38",2.00000009696871,0.42988432457912
"834","0401020101","StressorA","39",2.00000057676333,0.429884296443428
"835","0401020101","StressorA","4",2.00000000320721,0.4298843300774
"836","0401020101","StressorA","40",1.99999726356575,0.42988449073317
"837","0401020101","StressorA","41",2.00000083268104,0.42988428143613
"838","0401020101","StressorA","42",1.99999722626143,0.42988449292074
"839","0401020101","StressorA","43",1.99999726483217,0.429884490658905
"840","0401020101","StressorA","44",1.99999974263656,0.429884345357557
"841","0401020101","StressorA","45",1.99999912769111,0.429884381418661
"842","0401020101","StressorA","46",2.00000077149717,0.42988428502402
"843","0401020101","StressorA","47",1.99999991891787,0.429884335020222
"844","0401020101","StressorA","48",2.00000157390663,0.429884237969853
"845","0401020101","StressorA","49",2.00000119072165,0.429884260440236
"846","0401020101","StressorA","5",2.00000106889759,0.429884267584133
"847","0401020101","StressorA","50",1.99999744229503,0.429884480252269
"848","0401020101","StressorA","51",2.00000212603479,0.429884205592466
"849","0401020101","StressorA","52",1.9999984899911,0.429884418814129
"850","0401020101","StressorA","53",1.99999973312607,0.429884345915263
"851","0401020101","StressorA","54",2.00000203270712,0.429884211065301
"852","0401020101","StressorA","55",2.00000132807839,0.429884252385488
"853","0401020101","StressorA","56",2.00000088871212,0.429884278150406
"854","0401020101","StressorA","57",1.99999982633243,0.429884340449536
"855","0401020101","StressorA","58",1.99999969698466,0.429884348034636
"856","0401020101","StressorA","59",2.00000029457761,0.429884312991112
"857","0401020101","StressorA","6",1.99999752415775,0.429884475451741
"858","0401020101","StressorA","60",1.99999663352915,0.429884527679282
"859","0401020101","StressorA","61",2.00000250924422,0.42988418312066
"860","0401020101","StressorA","62",1.99999883076492,0.429884398830756
"861","0401020101","StressorA","63",2.00000276862107,0.429884167910529
"862","0401020101","StressorA","64",1.99999947149075,0.429884361257856
"863","0401020101","StressorA","65",2.00000084218288,0.429884280878932
"864","0401020101","StressorA","66",1.99999825556726,0.429884432561018
"865","0401020101","StressorA","67",1.99999998964902,0.429884330872467
"866","0401020101","StressorA","68",2.00000173139066,0.42988422873482
"867","0401020101","StressorA","69",1.99999827964925,0.429884431148822
"868","0401020101","StressorA","7",1.99999975488399,0.429884344639353
"869","0401020101","StressorA","70",2.0000020004366,0.429884212957678
"870","0401020101","StressorA","71",2.00000182089212,0.429884223486359
"871","0401020101","StressorA","72",1.99999969296414,0.429884348270404
"872","0401020101","StressorA","73",1.99999624018704,0.429884550745346
"873","0401020101","StressorA","74",1.99999916752857,0.429884379082546
"874","0401020101","StressorA","75",2.00000076766433,0.429884285248782
"875","0401020101","StressorA","76",2.00000269733471,0.429884172090836
"876","0401020101","StressorA","77",2.0000010442326,0.429884269030514
"877","0401020101","StressorA","78",1.99999982993349,0.429884340238366
"878","0401020101","StressorA","79",1.99999747475432,0.429884478348817
"879","0401020101","StressorA","8",1.99999571651181,0.429884581454314
"880","0401020101","StressorA","80",1.99999843150806,0.429884422243644
"881","0401020101","StressorA","81",2.00000149479388,0.429884242609111
"882","0401020101","StressorA","82",1.99999962474898,0.429884352270618
"883","0401020101","StressorA","83",2.00000188707465,0.429884219605344
"884","0401020101","StressorA","84",1.99999955979211,0.429884356079763
"885","0401020101","StressorA","85",2.00000422056072,0.429884082767302
"886","0401020101","StressorA","86",1.99999981158691,0.42988434131423
"887","0401020101","StressorA","87",1.99999968612002,0.429884348671751
"888","0401020101","StressorA","88",1.99999898447453,0.429884389817046
"889","0401020101","StressorA","89",1.99999928213934,0.429884372361639
"890","0401020101","StressorA","9",2.00000050205534,0.429884300824387
"891","0401020101","StressorA","90",1.99999821508136,0.429884434935159
"892","0401020101","StressorA","91",2.00000076465905,0.429884285425015
"893","0401020101","StressorA","92",1.99999975412926,0.429884344683612
"894","0401020101","StressorA","93",1.99999962099685,0.429884352490648
"895","0401020101","StressorA","94",1.99999907537526,0.429884384486522
"896","0401020101","StressorA","95",2.00000157118342,0.429884238129545
"897","0401020101","StressorA","96",1.99999902125395,0.429884387660258
"898","0401020101","StressorA","97",2.0000024359399,0.429884187419302
"899","0401020101","StressorA","98",2.00000120618411,0.429884259533501
"900","0401020101","StressorA","99",1.99999715993792,0.42988449681003
"901","0401020101","StressorB","1",69.9999982208583,0.200000026687125
"902","0401020101","StressorB","10",69.9999996256921,0.200000005614619
"903","0401020101","StressorB","100",70.000000242494,0.199999998383373
"904","0401020101","StressorB","11",70.0000011475576,0.199999992349616
"905","0401020101","StressorB","12",70.0000008335754,0.199999994442831
"906","0401020101","StressorB","13",69.9999982326826,0.200000026509761
"907","0401020101","StressorB","14",70.0000002234554,0.199999998510298
"908","0401020101","StressorB","15",69.9999993043646,0.200000010434531
"909","0401020101","StressorB","16",70.0000006834768,0.199999995443488
"910","0401020101","StressorB","17",69.999998619285,0.200000020710724
"911","0401020101","StressorB","18",69.9999985952039,0.200000021071941
"912","0401020101","StressorB","19",70.000001367652,0.19999999088232
"913","0401020101","StressorB","2",70.0000002807092,0.199999998128605
"914","0401020101","StressorB","20",69.9999995405287,0.20000000689207
"915","0401020101","StressorB","21",70.0000014984007,0.199999990010662
"916","0401020101","StressorB","22",69.9999983883088,0.200000024175368
"917","0401020101","StressorB","23",69.9999992148837,0.200000011776744
"918","0401020101","StressorB","24",69.9999997005356,0.200000004491966
"919","0401020101","StressorB","25",70.0000000323399,0.199999999784401
"920","0401020101","StressorB","26",70.000000109823,0.199999999267847
"921","0401020101","StressorB","27",69.9999988606506,0.200000017090241
"922","0401020101","StressorB","28",70.0000010267748,0.199999993154835
"923","0401020101","StressorB","29",69.9999993012095,0.200000010481857
"924","0401020101","StressorB","3",70.0000008225488,0.199999994516341
"925","0401020101","StressorB","30",70.0000006207002,0.199999995861999
"926","0401020101","StressorB","31",69.9999990012886,0.200000014980671
"927","0401020101","StressorB","32",70.0000001256938,0.199999999162041
"928","0401020101","StressorB","33",70.0000012494293,0.199999991670471
"929","0401020101","StressorB","34",69.999999523781,0.200000007143284
"930","0401020101","StressorB","35",70.0000019780917,0.199999986812722
"931","0401020101","StressorB","36",70.0000012870401,0.199999991419733
"932","0401020101","StressorB","37",69.9999995009016,0.200000007486477
"933","0401020101","StressorB","38",69.9999993076402,0.200000010385397
"934","0401020101","StressorB","39",69.9999979054274,0.200000031418589
"935","0401020101","StressorB","4",70.0000006220986,0.199999995852676
"936","0401020101","StressorB","40",70.000000622924,0.199999995847173
"937","0401020101","StressorB","41",70.0000000277351,0.1999999998151
"938","0401020101","StressorB","42",69.9999994016103,0.200000008975846
"939","0401020101","StressorB","43",70.0000000977531,0.199999999348313
"940","0401020101","StressorB","44",69.9999998866102,0.200000001700847
"941","0401020101","StressorB","45",69.9999998941951,0.200000001587074
"942","0401020101","StressorB","46",69.999999069007,0.200000013964895
"943","0401020101","StressorB","47",70.000000806299,0.199999994624673
"944","0401020101","StressorB","48",69.9999998283618,0.200000002574572
"945","0401020101","StressorB","49",69.9999986707203,0.200000019939195
"946","0401020101","StressorB","5",69.9999989897065,0.200000015154403
"947","0401020101","StressorB","50",69.9999988387467,0.200000017418799
"948","0401020101","StressorB","51",69.9999996345897,0.200000005481155
"949","0401020101","StressorB","52",70.0000004269744,0.199999997153504
"950","0401020101","StressorB","53",69.9999993748596,0.200000009377106
"951","0401020101","StressorB","54",69.999998848116,0.20000001727826
"952","0401020101","StressorB","55",69.9999999732058,0.200000000401914
"953","0401020101","StressorB","56",70.0000015411334,0.199999989725778
"954","0401020101","StressorB","57",70.0000006530161,0.199999995646559
"955","0401020101","StressorB","58",70.0000009086995,0.199999993942003
"956","0401020101","StressorB","59",70.0000007715248,0.199999994856501
"957","0401020101","StressorB","6",70.0000001281634,0.199999999145577
"958","0401020101","StressorB","60",70.0000010719158,0.199999992853895
"959","0401020101","StressorB","61",69.9999989470043,0.200000015794935
"960","0401020101","StressorB","62",70.000001229518,0.199999991803213
"961","0401020101","StressorB","63",69.9999995103211,0.200000007345183
"962","0401020101","StressorB","64",70.0000024853749,0.199999983430834
"963","0401020101","StressorB","65",70.0000006802183,0.199999995465211
"964","0401020101","StressorB","66",69.9999986308731,0.200000020536903
"965","0401020101","StressorB","67",69.9999996087218,0.200000005869174
"966","0401020101","StressorB","68",70.0000003246859,0.199999997835427
"967","0401020101","StressorB","69",69.9999989912802,0.200000015130797
"968","0401020101","StressorB","7",70.0000003821797,0.199999997452135
"969","0401020101","StressorB","70",69.999999356236,0.20000000965646
"970","0401020101","StressorB","71",70.0000014957246,0.199999990028503
"971","0401020101","StressorB","72",69.9999985486506,0.200000021770241
"972","0401020101","StressorB","73",70.0000001929588,0.199999998713608
"973","0401020101","StressorB","74",70.0000006158862,0.199999995894092
"974","0401020101","StressorB","75",70.0000000579653,0.199999999613564
"975","0401020101","StressorB","76",69.9999995812323,0.200000006281516
"976","0401020101","StressorB","77",69.9999984023843,0.200000023964235
"977","0401020101","StressorB","78",69.9999986435953,0.20000002034607
"978","0401020101","StressorB","79",69.9999985603026,0.200000021595461
"979","0401020101","StressorB","8",70.0000008027221,0.19999999464852
"980","0401020101","StressorB","80",69.9999988253119,0.200000017620321
"981","0401020101","StressorB","81",69.999999829481,0.200000002557785
"982","0401020101","StressorB","82",69.999999745676,0.200000003814861
"983","0401020101","StressorB","83",70.0000004779262,0.199999996813825
"984","0401020101","StressorB","84",69.9999984686001,0.200000022970999
"985","0401020101","StressorB","85",70.0000018891282,0.199999987405812
"986","0401020101","StressorB","86",69.9999993993321,0.200000009010018
"987","0401020101","StressorB","87",69.9999998387192,0.200000002419213
"988","0401020101","StressorB","88",69.9999996646372,0.200000005030442
"989","0401020101","StressorB","89",70.0000005144524,0.199999996570318
"990","0401020101","StressorB","9",69.9999995713539,0.200000006429692
"991","0401020101","StressorB","90",70.0000010798961,0.199999992800693
"992","0401020101","StressorB","91",69.9999982601376,0.200000026097936
"993","0401020101","StressorB","92",70.000000181654,0.199999998788973
"994","0401020101","StressorB","93",69.9999985532116,0.200000021701826
"995","0401020101","StressorB","94",70.0000000585284,0.199999999609811
"996","0401020101","StressorB","95",70.0000019487736,0.199999987008176
"997","0401020101","StressorB","96",69.9999998826629,0.200000001760056
"998","0401020101","StressorB","97",70.0000013968537,0.199999990687642
"999","0401020101","StressorB","98",69.9999996436637,0.200000005345045
"1000","0401020101","StressorB","99",70.0000015715973,0.199999989522685
"1001","0401020101","StressorC","1",10.0000008855108,0.649999984503562
"1002","0401020101","StressorC","10",10.0000000581179,0.649999998982937
"1003","0401020101","StressorC","100",9.99999943672962,0.650000019714464
"1004","0401020101","StressorC","11",10.0000005069605,0.649999991128192
"1005","0401020101","StressorC","12",10.0000004072535,0.649999992873064
"1006","0401020101","StressorC","13",9.99999947835738,0.650000018257492
"1007","0401020101","StressorC","14",9.99999908826032,0.650000031910889
"1008","0401020101","StressorC","15",9.99999992377563,0.650000002667853
"1009","0401020101","StressorC","16",10.0000005274488,0.649999990769647
"1010","0401020101","StressorC","17",9.99999902658977,0.650000034069358
"1011","0401020101","StressorC","18",9.9999990963334,0.650000031628331
"1012","0401020101","StressorC","19",10.0000005847912,0.649999989766154
"1013","0401020101","StressorC","2",9.99999831197424,0.650000059080902
"1014","0401020101","StressorC","20",9.99999918218424,0.650000028623551
"1015","0401020101","StressorC","21",9.99999942759961,0.650000020034014
"1016","0401020101","StressorC","22",9.999999811598,0.65000000659407
"1017","0401020101","StressorC","23",9.99999997330221,0.650000000934423
"1018","0401020101","StressorC","24",9.99999868707701,0.650000045952305
"1019","0401020101","StressorC","25",10.0000010270382,0.649999982026831
"1020","0401020101","StressorC","26",10.0000005570501,0.649999990251624
"1021","0401020101","StressorC","27",9.9999989062028,0.650000038282902
"1022","0401020101","StressorC","28",10.0000005211273,0.649999990880273
"1023","0401020101","StressorC","29",10.0000005326232,0.649999990679094
"1024","0401020101","StressorC","3",10.0000015907737,0.64999997216146
"1025","0401020101","StressorC","30",9.99999948280388,0.650000018101864
"1026","0401020101","StressorC","31",9.99999847739407,0.650000053291208
"1027","0401020101","StressorC","32",9.99999986975134,0.650000004558703
"1028","0401020101","StressorC","33",10.0000003923929,0.649999993133125
"1029","0401020101","StressorC","34",10.0000014894298,0.649999973934978
"1030","0401020101","StressorC","35",9.99999840350929,0.650000055877175
"1031","0401020101","StressorC","36",9.99999893748859,0.650000037187899
"1032","0401020101","StressorC","37",10.0000012778192,0.649999977638165
"1033","0401020101","StressorC","38",10.0000006935413,0.649999987863028
"1034","0401020101","StressorC","39",10.0000001084505,0.649999998102116
"1035","0401020101","StressorC","4",9.99999891427968,0.650000038000211
"1036","0401020101","StressorC","40",9.99999932471209,0.650000023635077
"1037","0401020101","StressorC","41",9.99999986622184,0.650000004682236
"1038","0401020101","StressorC","42",10.000001228427,0.649999978502527
"1039","0401020101","StressorC","43",9.99999978608217,0.650000007487124
"1040","0401020101","StressorC","44",9.99999927280566,0.650000025451802
"1041","0401020101","StressorC","45",10.0000004212574,0.649999992627996
"1042","0401020101","StressorC","46",10.0000005386656,0.649999990573352
"1043","0401020101","StressorC","47",9.99999949972547,0.650000017509609
"1044","0401020101","StressorC","48",10.0000004530755,0.649999992071179
"1045","0401020101","StressorC","49",10.0000008955894,0.649999984327185
"1046","0401020101","StressorC","5",10.0000002935903,0.64999999486217
"1047","0401020101","StressorC","50",9.99999942516244,0.650000020119315
"1048","0401020101","StressorC","51",10.0000016150349,0.64999997173689
