"","scenario","HUC","simulation","CE"
"341","base_unc",1701010204,41,0.0217202266731894
"342","base_unc",1701010204,42,0.20327131574386
"343","base_unc",1701010204,43,0.159744287517846
"344","base_unc",1701010204,44,0.19242439385835
"345","base_unc",1701010204,45,0.14708728420976
"346","base_unc",1701010204,46,0.247257683801656
"347","base_unc",1701010204,47,0.1273151006446
"348","base_unc",1701010204,48,0.0358631924274154
"349","base_unc",1701010204,49,0.0186744487600919
"350","base_unc",1701010204,50,0.0497871042998388
"351","base_unc",1701010204,51,0.191049621634346
"352","base_unc",1701010204,52,0.137756916727089
"353","base_unc",1701010204,53,0.154547288590037
"354","base_unc",1701010204,54,0.0380814425711978
"355","base_unc",1701010204,55,0.0894223270376974
"356","base_unc",1701010204,56,0.124257356799162
"357","base_unc",1701010204,57,0.0910547139901992
"358","base_unc",1701010204,58,0.0919767038052448
"359","base_unc",1701010204,59,0.126602188512378
"360","base_unc",1701010204,60,0.156835952646197
"361","base_unc",1701010204,61,0.108489026355966
"362","base_unc",1701010204,62,0.137293473014962
"363","base_unc",1701010204,63,0.12635010825278
"364","base_unc",1701010204,64,0.198530258751505
"365","base_unc",1701010204,65,0.0523637343000218
"366","base_unc",1701010204,66,0.0589145543293306
"367","base_unc",1701010204,67,0.11443229432229
"368","base_unc",1701010204,68,0.0409130705885036
"369","base_unc",1701010204,69,0.155653294782176
"370","base_unc",1701010204,70,0.14268173857454
"371","base_unc",1701010204,71,0.0208190493946736
"372","base_unc",1701010204,72,0.258378214472409
"373","base_unc",1701010204,73,0.0739684293064224
"374","base_unc",1701010204,74,0.129076459850985
"375","base_unc",1701010204,75,0.0117495073493953
"376","base_unc",1701010204,76,0.0478401537785679
"377","base_unc",1701010204,77,0.0326808186834723
"378","base_unc",1701010204,78,0.105440122347326
"379","base_unc",1701010204,79,0.0385151216627741
"380","base_unc",1701010204,80,0.170269178886817
"381","base_unc",1701010204,81,0.0887252061284486
"382","base_unc",1701010204,82,0.0223078069908297
"383","base_unc",1701010204,83,0.123853305915195
"384","base_unc",1701010204,84,0.0480014856966574
"385","base_unc",1701010204,85,0.183915351734265
"386","base_unc",1701010204,86,0.108494423244252
"387","base_unc",1701010204,87,0.13353487814035
"388","base_unc",1701010204,88,0.18985316148291
"389","base_unc",1701010204,89,0.18060113788343
"390","base_unc",1701010204,90,0.0124763578048798
"391","base_unc",1701010204,91,0.219842290862042
"392","base_unc",1701010204,92,0.0597361468112182
"393","base_unc",1701010204,93,0.0245474581008521
"394","base_unc",1701010204,94,0.142893747219578
"395","base_unc",1701010204,95,0.03559636186666
"396","base_unc",1701010204,96,0.0813797571191724
"397","base_unc",1701010204,97,0.182150767383047
"398","base_unc",1701010204,98,0.0879723427074901
"399","base_unc",1701010204,99,0.223858331432661
"400","base_unc",1701010204,100,0.0555973784309018
"401","base_unc",1701010205,1,0.0371305530870619
"402","base_unc",1701010205,2,0.0924802705277848
"403","base_unc",1701010205,3,0.0885534249302919
"404","base_unc",1701010205,4,0.0158460768523267
"405","base_unc",1701010205,5,0.0457240624007252
"406","base_unc",1701010205,6,0.0571292618860611
"407","base_unc",1701010205,7,0.0339619379559799
"408","base_unc",1701010205,8,0.0828721345729959
"409","base_unc",1701010205,9,0.0625630248980343
"410","base_unc",1701010205,10,0.0934193267777388
"411","base_unc",1701010205,11,0.11703851882545
"412","base_unc",1701010205,12,0.0902872644546037
"413","base_unc",1701010205,13,0.067171653311359
"414","base_unc",1701010205,14,0.0260176685755339
"415","base_unc",1701010205,15,0.0952800964338835
"416","base_unc",1701010205,16,0.136327550881322
"417","base_unc",1701010205,17,0.105632067256043
"418","base_unc",1701010205,18,0.0699029272165645
"419","base_unc",1701010205,19,0.0987134476084236
"420","base_unc",1701010205,20,0.116456673727553
"421","base_unc",1701010205,21,0.0807894706342026
"422","base_unc",1701010205,22,0.015895019554697
"423","base_unc",1701010205,23,0.0608693158825766
"424","base_unc",1701010205,24,0.0266588786455131
"425","base_unc",1701010205,25,0.0714694432476776
"426","base_unc",1701010205,26,0.0736338434038227
"427","base_unc",1701010205,27,0.0786302152448518
"428","base_unc",1701010205,28,0.0328595671438356
"429","base_unc",1701010205,29,0.072499237514143
"430","base_unc",1701010205,30,0.00746137406763926
"431","base_unc",1701010205,31,0.0754141964623083
"432","base_unc",1701010205,32,0.0383470739560688
"433","base_unc",1701010205,33,0.0587563900232788
"434","base_unc",1701010205,34,0.0332719426046336
"435","base_unc",1701010205,35,0.139266388471117
"436","base_unc",1701010205,36,0.15420217070402
"437","base_unc",1701010205,37,0.049413652696662
"438","base_unc",1701010205,38,0.0695922201068435
"439","base_unc",1701010205,39,0.0530187320171947
"440","base_unc",1701010205,40,0.018065943086305
"441","base_unc",1701010205,41,0.020069678116883
"442","base_unc",1701010205,42,0.0558310996842419
"443","base_unc",1701010205,43,0.0699979244837409
"444","base_unc",1701010205,44,0.126485756554958
"445","base_unc",1701010205,45,0.0841520831171321
"446","base_unc",1701010205,46,0.0813492768311313
"447","base_unc",1701010205,47,0.0664456329617659
"448","base_unc",1701010205,48,0.156707417978181
"449","base_unc",1701010205,49,0.114770020211478
"450","base_unc",1701010205,50,0.0233670341657165
"451","base_unc",1701010205,51,0.0687813750207958
"452","base_unc",1701010205,52,0.0751721618594346
"453","base_unc",1701010205,53,0.0491250006518684
"454","base_unc",1701010205,54,0.0420348110896323
"455","base_unc",1701010205,55,0.0766889107461271
"456","base_unc",1701010205,56,0.0186086105215653
"457","base_unc",1701010205,57,0.0180670689773378
"458","base_unc",1701010205,58,0.102568725927277
"459","base_unc",1701010205,59,0.0756262931673377
"460","base_unc",1701010205,60,0.03476451537709
"461","base_unc",1701010205,61,0.0666908152038247
"462","base_unc",1701010205,62,0.116097793344932
"463","base_unc",1701010205,63,0.0888437683247275
"464","base_unc",1701010205,64,0.0639165975328321
"465","base_unc",1701010205,65,0.0623063127343198
"466","base_unc",1701010205,66,0.0740628966261957
"467","base_unc",1701010205,67,0.0165011447014049
"468","base_unc",1701010205,68,0.01427686041016
"469","base_unc",1701010205,69,0.0258419267717071
"470","base_unc",1701010205,70,0.0893208564454647
"471","base_unc",1701010205,71,0.0168527747927068
"472","base_unc",1701010205,72,0.0982131852227594
"473","base_unc",1701010205,73,0.0710551814823778
"474","base_unc",1701010205,74,0.0222400091740945
"475","base_unc",1701010205,75,0.0577684252861194
"476","base_unc",1701010205,76,0.0431859458087136
"477","base_unc",1701010205,77,0.0988782842109562
"478","base_unc",1701010205,78,0.0365530233633283
"479","base_unc",1701010205,79,0.185890485537166
"480","base_unc",1701010205,80,0.0130968641327302
"481","base_unc",1701010205,81,0.0371875268151389
"482","base_unc",1701010205,82,0.0833952270946519
"483","base_unc",1701010205,83,0.117855230939164
"484","base_unc",1701010205,84,0.0929876639269895
"485","base_unc",1701010205,85,0.043287458703837
"486","base_unc",1701010205,86,0.016403088051521
"487","base_unc",1701010205,87,0.0515483903410054
"488","base_unc",1701010205,88,0.0664772386880064
"489","base_unc",1701010205,89,0.00975477177266809
"490","base_unc",1701010205,90,0.16690344598169
"491","base_unc",1701010205,91,0.0163402344180667
"492","base_unc",1701010205,92,0.103891211675978
"493","base_unc",1701010205,93,0.0343236739328129
"494","base_unc",1701010205,94,0.0211799887744501
"495","base_unc",1701010205,95,0.0319426609130873
"496","base_unc",1701010205,96,0.0620327399964381
"497","base_unc",1701010205,97,0.0627684735948974
"498","base_unc",1701010205,98,0.040191617326871
"499","base_unc",1701010205,99,0.0221424841793056
"500","base_unc",1701010205,100,0.0568806435856557
"501","base_unc",1701010206,1,0
"502","base_unc",1701010206,2,0
"503","base_unc",1701010206,3,0
"504","base_unc",1701010206,4,0
"505","base_unc",1701010206,5,0
"506","base_unc",1701010206,6,0
"507","base_unc",1701010206,7,0
"508","base_unc",1701010206,8,0
"509","base_unc",1701010206,9,0
"510","base_unc",1701010206,10,0
"511","base_unc",1701010206,11,0
"512","base_unc",1701010206,12,0
"513","base_unc",1701010206,13,0
"514","base_unc",1701010206,14,0
"515","base_unc",1701010206,15,0
"516","base_unc",1701010206,16,0
"517","base_unc",1701010206,17,0
"518","base_unc",1701010206,18,0
"519","base_unc",1701010206,19,0
"520","base_unc",1701010206,20,0
"521","base_unc",1701010206,21,0
"522","base_unc",1701010206,22,0
"523","base_unc",1701010206,23,0
"524","base_unc",1701010206,24,0
"525","base_unc",1701010206,25,0
"526","base_unc",1701010206,26,0
"527","base_unc",1701010206,27,0
"528","base_unc",1701010206,28,0
"529","base_unc",1701010206,29,0
"530","base_unc",1701010206,30,0
"531","base_unc",1701010206,31,0
"532","base_unc",1701010206,32,0
"533","base_unc",1701010206,33,0
"534","base_unc",1701010206,34,0
"535","base_unc",1701010206,35,0
"536","base_unc",1701010206,36,0
"537","base_unc",1701010206,37,0
"538","base_unc",1701010206,38,0
"539","base_unc",1701010206,39,0
"540","base_unc",1701010206,40,0
"541","base_unc",1701010206,41,0
"542","base_unc",1701010206,42,0
"543","base_unc",1701010206,43,0
"544","base_unc",1701010206,44,0
"545","base_unc",1701010206,45,0
"546","base_unc",1701010206,46,0
"547","base_unc",1701010206,47,0
"548","base_unc",1701010206,48,0
"549","base_unc",1701010206,49,0
"550","base_unc",1701010206,50,0
"551","base_unc",1701010206,51,0
"552","base_unc",1701010206,52,0
"553","base_unc",1701010206,53,0
"554","base_unc",1701010206,54,0
"555","base_unc",1701010206,55,0
"556","base_unc",1701010206,56,0
"557","base_unc",1701010206,57,0
"558","base_unc",1701010206,58,0
"559","base_unc",1701010206,59,0
"560","base_unc",1701010206,60,0
"561","base_unc",1701010206,61,0
"562","base_unc",1701010206,62,0
"563","base_unc",1701010206,63,0
"564","base_unc",1701010206,64,0
"565","base_unc",1701010206,65,0
"566","base_unc",1701010206,66,0
"567","base_unc",1701010206,67,0
"568","base_unc",1701010206,68,0
"569","base_unc",1701010206,69,0
"570","base_unc",1701010206,70,0
"571","base_unc",1701010206,71,0
"572","base_unc",1701010206,72,0
"573","base_unc",1701010206,73,0
"574","base_unc",1701010206,74,0
"575","base_unc",1701010206,75,0
"576","base_unc",1701010206,76,0
"577","base_unc",1701010206,77,0
"578","base_unc",1701010206,78,0
"579","base_unc",1701010206,79,0
"580","base_unc",1701010206,80,0
"581","base_unc",1701010206,81,0
"582","base_unc",1701010206,82,0
"583","base_unc",1701010206,83,0
"584","base_unc",1701010206,84,0
"585","base_unc",1701010206,85,0
"586","base_unc",1701010206,86,0
"587","base_unc",1701010206,87,0
"588","base_unc",1701010206,88,0
"589","base_unc",1701010206,89,0
"590","base_unc",1701010206,90,0
"591","base_unc",1701010206,91,0
"592","base_unc",1701010206,92,0
"593","base_unc",1701010206,93,0
"594","base_unc",1701010206,94,0
"595","base_unc",1701010206,95,0
"596","base_unc",1701010206,96,0
"597","base_unc",1701010206,97,0
"598","base_unc",1701010206,98,0
"599","base_unc",1701010206,99,0
"600","base_unc",1701010206,100,0
"601","base_unc",1701010207,1,0.166918782457375
"602","base_unc",1701010207,2,0.0266999877128474
"603","base_unc",1701010207,3,0.393234344251405
"604","base_unc",1701010207,4,0.691005476563913
"605","base_unc",1701010207,5,0.591670591359619
"606","base_unc",1701010207,6,0.225193627226047
"607","base_unc",1701010207,7,0.0850043368038076
"608","base_unc",1701010207,8,0.241462380562452
"609","base_unc",1701010207,9,0.456049657361286
"610","base_unc",1701010207,10,0.142172855725863
"611","base_unc",1701010207,11,0.358382679515025
"612","base_unc",1701010207,12,0.185664618620062
"613","base_unc",1701010207,13,0.128969014150783
"614","base_unc",1701010207,14,0.349593727246688
"615","base_unc",1701010207,15,0.575470547201532
"616","base_unc",1701010207,16,0.0848980863405271
"617","base_unc",1701010207,17,0.224302748427456
"618","base_unc",1701010207,18,0.414811163038583
"619","base_unc",1701010207,19,0.132769306933738
"620","base_unc",1701010207,20,0.141842924050117
"621","base_unc",1701010207,21,0.163087759366128
"622","base_unc",1701010207,22,0.362479101976733
"623","base_unc",1701010207,23,0.53753795884166
"624","base_unc",1701010207,24,0.349956172160016
"625","base_unc",1701010207,25,0.131952852732878
"626","base_unc",1701010207,26,0.488648064468096
"627","base_unc",1701010207,27,0.415059230471416
"628","base_unc",1701010207,28,0.315856387202647
"629","base_unc",1701010207,29,0.637689958756335
"630","base_unc",1701010207,30,0.415033166989546
"631","base_unc",1701010207,31,0.464348163133601
"632","base_unc",1701010207,32,0.397265839701094
"633","base_unc",1701010207,33,0.26947819859805
"634","base_unc",1701010207,34,0.495825859811134
"635","base_unc",1701010207,35,0.237500401867773
"636","base_unc",1701010207,36,0.599823765747445
"637","base_unc",1701010207,37,0.586767130238001
"638","base_unc",1701010207,38,0.227880502402204
"639","base_unc",1701010207,39,0.238296798823165
"640","base_unc",1701010207,40,0.493815169504282
"641","base_unc",1701010207,41,0.397949055082751
"642","base_unc",1701010207,42,0.497012707939091
"643","base_unc",1701010207,43,0.483184732895568
"644","base_unc",1701010207,44,0.369058287776413
"645","base_unc",1701010207,45,0.184042975000778
"646","base_unc",1701010207,46,0.393080773593694
"647","base_unc",1701010207,47,0.381514325665131
"648","base_unc",1701010207,48,0.27739317878513
"649","base_unc",1701010207,49,0.467486357070044
"650","base_unc",1701010207,50,0.106263879958707
"651","base_unc",1701010207,51,0.567071754274748
"652","base_unc",1701010207,52,0.508639361244489
"653","base_unc",1701010207,53,0.200532787191158
"654","base_unc",1701010207,54,0.614346532561325
"655","base_unc",1701010207,55,0.302781761175712
"656","base_unc",1701010207,56,0.307765091467518
"657","base_unc",1701010207,57,0.447780145169309
"658","base_unc",1701010207,58,0
"659","base_unc",1701010207,59,0.378227100703637
"660","base_unc",1701010207,60,0.099572916061745
"661","base_unc",1701010207,61,0.164231271529441
"662","base_unc",1701010207,62,0.499212483348885
"663","base_unc",1701010207,63,0.462947370489013
"664","base_unc",1701010207,64,0.10907958577303
"665","base_unc",1701010207,65,0.0603307671967833
"666","base_unc",1701010207,66,0.12391299971745
"667","base_unc",1701010207,67,0.27112243778387
"668","base_unc",1701010207,68,0.34640631911877
"669","base_unc",1701010207,69,0.290973374567679
"670","base_unc",1701010207,70,0.212635718141391
"671","base_unc",1701010207,71,0.357363155498974
"672","base_unc",1701010207,72,0.310123612438987
"673","base_unc",1701010207,73,0.512067895971399
"674","base_unc",1701010207,74,0.493909138247178
"675","base_unc",1701010207,75,0.635811625459666
